"Inclui transações da Amazon Marketplace, Fulfillment by Amazon (FBA), e Amazon Webstore"
"Todas as quantias em BRL, a menos que especificado"
"Definições:"
"date/hora: data/hora da transação publicada"
"Imposto de vendas coletados: Inclui impostos sobre vendas coletados de compradores para vendas de produtos, envio e embalagem para presente."
"Tarifas de venda: Inclui tarifas de fechamento variável e tarifas de referência."
"Outras taxas de transação: Inclui cobranças retroativas de envio, retenção de envi, taxas por item e taxas de coleta de impostos de vendas."
"Outros: Inclui quantias de transação não relacionadas a pedidos. Para obter mais detalhes, consulte as colunas ""Tipo"" e ""Descrição"" para cada ID de pedido."
"Atenção: relatórios com data de início de 1º de janeiro de 2025 ou mais recentes são indexados pela data de publicação, incluem transações liberadas e diferidas e têm duas novas colunas. Pode ser necessário atualizar integrações ou mapeamentos de terceiros."
"data/hora","id de liquidação","tipo","id do pedido","sku","descrição","quantidade","mercado","tipo de conta","atendimento","cidade do pedido","estado do pedido","postal do pedido","vendas do produto","créditos de remessa","créditos de embalagem de presente","descontos promocionais","imposto de vendas coletados","tarifas de venda","taxas fba","taxas de outras transações","outro","total","Status da transação","Data de liberação da transação"
"6 de mar. de 2026 06:08:14 GMT-8","25975712601","Pedido","702-1199506-7452221","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Salvador","BA","41100","69,97","8,90","0","-8,90","0","-8,40","-5,00","0","0","56,57","Liberado","22 de mar. de 2026 07:27:15 GMT-7"
"6 de mar. de 2026 07:45:26 GMT-8","25909877011","Reembolso","701-9357303-4547415","MFS-0016","Campainha Inteligente Sem Fio com Wifi Câmera e Áudio Acesso Remoto via App Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Ocara","CE","62755","-69,99","-0,21","0","0,21","0","6,16","0","0","0","-63,83","Liberado","6 de mar. de 2026 07:45:26 GMT-8"
"6 de mar. de 2026 14:41:18 GMT-8","25917921581","Transferir","","","Conta bancária com final: 964","","","Boleto","","","","","0","0","0","0","0","0","0","0","-46,36","-46,36","Liberado","6 de mar. de 2026 14:41:18 GMT-8"
"6 de mar. de 2026 14:41:32 GMT-8","25909877011","Transferir","","","Conta bancária com final: 964","","","Crédito Mastercard e outros","","","","","0","0","0","0","0","0","0","0","-621,76","-621,76","Liberado","6 de mar. de 2026 14:41:32 GMT-8"
"6 de mar. de 2026 14:41:33 GMT-8","25917917201","Transferir","","","Conta bancária com final: 964","","","Elo","","","","","0","0","0","0","0","0","0","0","-25,69","-25,69","Liberado","6 de mar. de 2026 14:41:33 GMT-8"
"6 de mar. de 2026 14:41:33 GMT-8","25918067241","Transferir","","","Conta bancária com final: 964","","","Visa Crédito","","","","","0","0","0","0","0","0","0","0","-128,40","-128,40","Liberado","6 de mar. de 2026 14:41:33 GMT-8"
"6 de mar. de 2026 17:35:58 GMT-8","25926786851","Pedido","701-2141557-6506645","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","Mauá","SP","09330","76,97","0","0","0","0","-9,24","-5,00","0","0","62,73","Liberado","15 de mar. de 2026 04:22:37 GMT-7"
"6 de mar. de 2026 17:41:20 GMT-8","25926492791","Pedido","702-6101395-6858632","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Torres","RS","95560","69,97","0","0","0","0","-8,40","-5,00","0","0","56,57","Liberado","14 de mar. de 2026 06:04:43 GMT-7"
"6 de mar. de 2026 18:49:22 GMT-8","25926492791","Pedido","701-0161952-6889040","MFS-0023+R","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Rosa)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Rio de Janeiro","Rio de Janeiro","20270","31,97","0","0","0","0","-4,48","-5,00","0","0","22,49","Liberado","15 de mar. de 2026 04:58:11 GMT-7"
"6 de mar. de 2026 19:49:29 GMT-8","25926492791","Pedido","702-3060482-9017847","MFS-0023+A","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Azul)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Barueri","SP","06440","35,99","0","0","0","0","-5,04","-5,00","0","0","25,95","Liberado","14 de mar. de 2026 07:39:00 GMT-7"
"6 de mar. de 2026 21:45:08 GMT-8","25926786851","Pedido","701-9918008-1889818","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","São Paulo","SP","05616","76,97","0","0","0","0","-9,24","-5,00","0","0","62,73","Liberado","14 de mar. de 2026 23:22:12 GMT-7"
"7 de mar. de 2026 03:50:45 GMT-8","25975411771","Pedido","702-1679620-2120243","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","Marechal Deodoro","AL","57160","69,97","0","0","0","0","-8,40","-5,00","0","0","56,57","Liberado","25 de mar. de 2026 03:21:15 GMT-7"
"7 de mar. de 2026 04:01:35 GMT-8","25925975161","Pedido","701-2208531-3421030","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Boleto","Amazon","Fortaleza","CE","60410","75,97","0","0","0","0","-9,12","-5,00","0","0","61,85","Liberado","15 de mar. de 2026 07:57:49 GMT-7"
"7 de mar. de 2026 08:01:00 GMT-8","25926492791","Pedido","701-0989182-0521829","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","São Paulo","SP","04003","76,97","0","0","0","0","-9,24","-5,00","0","0","62,73","Liberado","15 de mar. de 2026 01:51:06 GMT-7"
"7 de mar. de 2026 10:50:46 GMT-8","25925975161","Pedido","702-3930433-2066607","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Boleto","Amazon","Rio de Janeiro","RJ","22775","76,97","0","0","0","0","-9,24","-5,00","0","0","62,73","Liberado","16 de mar. de 2026 05:53:45 GMT-7"
"7 de mar. de 2026 10:52:45 GMT-8","25926492791","Pedido","702-7330142-1210645","MFS-0023+R","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Rosa)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Campos dos Goytacazes","Rio de Janeiro","28010","31,97","0","0","0","0","-4,48","-5,00","0","0","22,49","Liberado","16 de mar. de 2026 12:29:48 GMT-7"
"7 de mar. de 2026 11:22:36 GMT-8","25926492791","Pedido","702-6025266-0773854","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Rio de Janeiro","Rio de Janeiro","22710","76,97","0","0","0","0","-9,24","-5,00","0","0","62,73","Liberado","16 de mar. de 2026 05:34:47 GMT-7"
"7 de mar. de 2026 13:29:10 GMT-8","25926786851","Pedido","702-2848083-0125809","MFS-0023+C","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Cinza)","1","amazon.com.br","Visa Crédito","Amazon","Recife","Pernambuco","51021","35,99","0","0","0","0","-5,04","-5,00","0","0","25,95","Liberado","16 de mar. de 2026 04:53:51 GMT-7"
"7 de mar. de 2026 17:50:27 GMT-8","25909877011","Ajuste","701-3128788-4397862","MFS-0016","Reembolso de Estoque FBA - Devolução do cliente","1","","Crédito Mastercard e outros","","","","","0","0","0","0","0","0","0","0","57,29","57,29","Liberado","7 de mar. de 2026 17:50:27 GMT-8"
"7 de mar. de 2026 18:28:07 GMT-8","25926492791","Pedido","702-9384471-9615437","MFS-0023+C","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Cinza)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Campins","SP","13085","34,43","0","0","0","0","-4,82","-5,00","0","0","24,61","Liberado","15 de mar. de 2026 07:31:57 GMT-7"
"7 de mar. de 2026 19:46:35 GMT-8","25926492791","Pedido","702-9045200-0820211","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","São Paulo","SP","01441","76,97","0","0","0","0","-9,24","-5,00","0","0","62,73","Liberado","15 de mar. de 2026 08:41:33 GMT-7"
"7 de mar. de 2026 19:47:58 GMT-8","25926492791","Pedido","702-7858702-9150617","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","São Paulo","SP","01441","76,97","0","0","0","0","-9,24","-5,00","0","0","62,73","Liberado","15 de mar. de 2026 08:50:42 GMT-7"
"7 de mar. de 2026 22:05:26 GMT-8","25925975161","Pedido","702-6337355-6793800","MFS-0023+C","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Cinza)","1","amazon.com.br","Boleto","Amazon","Florianópolis","SC","88049","35,99","0","0","0","0","-10,08","-5,00","0","0","20,91","Liberado","17 de mar. de 2026 06:54:11 GMT-7"
"7 de mar. de 2026 22:05:26 GMT-8","25925975161","Pedido","702-6337355-6793800","MFS-0023+C","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Cinza)","1","amazon.com.br","Boleto","Amazon","Florianópolis","SC","88049","35,99","0","0","0","0","0","-5,00","0","0","30,99","Liberado","17 de mar. de 2026 06:54:11 GMT-7"
"8 de mar. de 2026 11:55:23 GMT-7","25926492791","Pedido","701-5077012-6681059","MFS-0023+P","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Preto)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","São Paulo","SP","02332","35,69","0","0","0","0","-5,00","-5,00","0","0","25,69","Liberado","16 de mar. de 2026 00:54:47 GMT-7"
"8 de mar. de 2026 14:01:12 GMT-7","25925975161","Pedido","701-7306951-5265863","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Boleto","Amazon","SAO PAULO","SP","03325","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Liberado","16 de mar. de 2026 23:58:11 GMT-7"
"8 de mar. de 2026 14:05:02 GMT-7","25926786851","Pedido","701-3656844-8448229","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","São Paulo","SP","01238","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Liberado","16 de mar. de 2026 20:28:43 GMT-7"
"8 de mar. de 2026 18:23:37 GMT-7","25926492791","Pedido","701-0444884-8453858","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Fortaleza","CE","60811","78,99","0","0","0","0","-9,48","-5,00","0","0","64,51","Liberado","17 de mar. de 2026 07:29:31 GMT-7"
"8 de mar. de 2026 22:28:29 GMT-7","25926492791","Pedido","701-9927550-8189821","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Canoas","RS","92410","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Liberado","16 de mar. de 2026 07:46:17 GMT-7"
"8 de mar. de 2026 22:49:30 GMT-7","25925975161","Pedido","702-0255611-5349807","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Boleto","Amazon","São José dos Campos","SP","12231","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Liberado","16 de mar. de 2026 09:13:21 GMT-7"
"9 de mar. de 2026 00:05:59 GMT-7","26175647941","Pedido","701-0871024-8303460","MFS-0012","Misturador Bebidas Mini Mixer Elétrico Portátil para Café Ovos Fuê 3 Velocidades Batedor Recarregável Premium Mundo F&s","2","amazon.com.br","Visa Crédito","Amazon","Assis Brasil","AC","69935","75,98","0","0","0","0","-9,12","-10,00","0","0","56,86","Liberado","9 de abr. de 2026 09:25:41 GMT-7"
"9 de mar. de 2026 05:40:42 GMT-7","26049285971","Pedido","701-5969658-8931405","MFS-0023+P","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Preto)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Cassilândia","MS","79540","35,99","8,90","0","-8,90","0","-5,04","-5,00","0","0","25,95","Liberado","27 de mar. de 2026 05:48:30 GMT-7"
"9 de mar. de 2026 10:00:15 GMT-7","25975712601","Pedido","701-7863391-1912226","MFS-0029","Adaptador Benjamin Tomada Articulado Bivolt Flexível com 1 Entrada USB-C 2 Entradas Padrão Portátil Conecta 4 Dispositivos Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","São Gonçalo","RJ","24435","32,97","0","0","0","0","-4,95","-5,00","0","0","23,02","Liberado","18 de mar. de 2026 15:07:50 GMT-7"
"9 de mar. de 2026 10:34:31 GMT-7","25926786851","Pedido","702-8309199-4225808","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","Belo Horizonte","MG","30320","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Liberado","17 de mar. de 2026 08:14:04 GMT-7"
"9 de mar. de 2026 10:50:47 GMT-7","25926786851","Pedido","702-7373627-7725035","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","Recife","PE","52011","76,97","0","0","0","0","-9,24","-5,00","0","0","62,73","Liberado","18 de mar. de 2026 06:56:05 GMT-7"
"9 de mar. de 2026 10:54:17 GMT-7","25926492791","Pedido","702-4517459-7555432","MFS-0023+A","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Azul)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Manaus","AM","69088","35,69","0","0","0","0","-5,00","-5,00","0","0","25,69","Liberado","18 de mar. de 2026 06:54:06 GMT-7"
"9 de mar. de 2026 16:29:43 GMT-7","25975411771","Pedido","701-4456245-3212209","MFS-0027","Kit com Tigelas Americano com Tampa Plástica Sortida Potes de Vidro 150 ml 12 Unidades Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","Rio de Janeiro","RJ","20756","78,99","0","0","0","0","-9,48","-5,00","0","0","64,51","Liberado","21 de mar. de 2026 08:26:12 GMT-7"
"9 de mar. de 2026 18:05:36 GMT-7","25975411771","Pedido","702-7719655-2730601","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","Feira de Santana","Ba","44077","76,97","0","0","0","0","-9,24","-5,00","0","0","62,73","Liberado","19 de mar. de 2026 09:23:01 GMT-7"
"9 de mar. de 2026 18:39:46 GMT-7","25975411771","Pedido","701-8954855-2081005","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","Passo Fundo","RS","99036","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Liberado","20 de mar. de 2026 08:24:26 GMT-7"
"9 de mar. de 2026 22:38:52 GMT-7","26049285971","Pedido","702-4172202-3359428","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Mossoró","RN","59607","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Liberado","26 de mar. de 2026 23:53:40 GMT-7"
"9 de mar. de 2026 22:53:19 GMT-7","25975712601","Pedido","702-2390611-7782667","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","2","amazon.com.br","Crédito Mastercard e outros","Amazon","Bauru","São Paulo","17053","153,94","0","0","0","0","-18,48","-10,00","0","0","125,46","Liberado","21 de mar. de 2026 04:17:18 GMT-7"
"10 de mar. de 2026 08:06:05 GMT-7","25909877011","Taxa de serviço","","","Cadastro","","Amazon.com.br","Crédito Mastercard e outros","","","","","0","0","0","0","0","0","0","0","0","0","Liberado","10 de mar. de 2026 08:06:05 GMT-7"
"10 de mar. de 2026 09:04:49 GMT-7","25975411771","Pedido","702-3519962-9101012","MFS-0029","Adaptador Benjamin Tomada Articulado Bivolt Flexível com 1 Entrada USB-C 2 Entradas Padrão Portátil Conecta 4 Dispositivos Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","Porto Velho","RO","76824","32,97","0","0","0","0","-9,90","-5,00","0","0","18,07","Liberado","20 de mar. de 2026 09:00:51 GMT-7"
"10 de mar. de 2026 09:04:49 GMT-7","25975411771","Pedido","702-3519962-9101012","MFS-0029","Adaptador Benjamin Tomada Articulado Bivolt Flexível com 1 Entrada USB-C 2 Entradas Padrão Portátil Conecta 4 Dispositivos Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","Porto Velho","RO","76824","32,97","0","0","0","0","0","-5,00","0","0","27,97","Liberado","20 de mar. de 2026 09:00:51 GMT-7"
"10 de mar. de 2026 18:39:54 GMT-7","25975712601","Pedido","702-5307329-7193061","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Goiânia","GO","74215","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Liberado","18 de mar. de 2026 23:45:43 GMT-7"
"10 de mar. de 2026 19:33:05 GMT-7","25925972521","Pedido","702-4076431-8257819","MFS-0023+R","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Rosa)","1","amazon.com.br","Elo","Amazon","Parnamirim","RN","59152","31,97","0","0","0","0","-4,48","-5,00","0","0","22,49","Liberado","20 de mar. de 2026 08:58:14 GMT-7"
"10 de mar. de 2026 22:40:08 GMT-7","25926492791","Pedido","702-7209159-2573020","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Sao Paulo","sp","04602","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Liberado","18 de mar. de 2026 06:00:11 GMT-7"
"11 de mar. de 2026 05:44:33 GMT-7","25975411771","Pedido","702-0983500-8857058","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","São Paulo","SP","04545","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Liberado","18 de mar. de 2026 17:43:04 GMT-7"
"11 de mar. de 2026 10:48:56 GMT-7","25925972521","Pedido","701-0254723-1173808","MFS-0023+R","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Rosa)","1","amazon.com.br","Elo","Amazon","Camaçari","BA","42821","31,97","3,56","0","-3,56","0","-4,48","-5,00","0","0","22,49","Liberado","21 de mar. de 2026 13:24:49 GMT-7"
"11 de mar. de 2026 15:43:10 GMT-7","25976346871","Pedido","701-9060235-7700204","MFS-0023+A","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Azul)","1","amazon.com.br","Boleto","Amazon","Manaus","AM","69054","41,99","0","0","0","0","-5,88","-5,00","0","0","31,11","Liberado","20 de mar. de 2026 10:07:27 GMT-7"
"11 de mar. de 2026 22:31:17 GMT-7","25975712601","Pedido","702-3091757-1075405","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","São Paulo","SP","04010","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Liberado","20 de mar. de 2026 05:25:07 GMT-7"
"11 de mar. de 2026 22:32:38 GMT-7","25975712601","Pedido","701-8729842-1812256","MFS-0029","Adaptador Benjamin Tomada Articulado Bivolt Flexível com 1 Entrada USB-C 2 Entradas Padrão Portátil Conecta 4 Dispositivos Mundo F&s","2","amazon.com.br","Crédito Mastercard e outros","Amazon","São Paulo","SP","05630","62,64","0","0","0","0","-9,40","-10,00","0","0","43,24","Liberado","20 de mar. de 2026 09:17:53 GMT-7"
"12 de mar. de 2026 01:10:59 GMT-7","25975712601","Pedido","701-2663856-8751403","MFS-0023+C","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Cinza)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Rio de Janeiro","RJ","20775","41,99","0","0","-6,30","0","-5,00","-5,00","0","0","25,69","Liberado","22 de mar. de 2026 06:40:04 GMT-7"
"12 de mar. de 2026 06:36:14 GMT-7","25975712601","Pedido","701-7840206-8388262","MFS-0029","Adaptador Benjamin Tomada Articulado Bivolt Flexível com 1 Entrada USB-C 2 Entradas Padrão Portátil Conecta 4 Dispositivos Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Aracaju","Sergipe","49037","31,32","0","0","0","0","-4,70","-5,00","0","0","21,62","Liberado","21 de mar. de 2026 06:34:00 GMT-7"
"12 de mar. de 2026 10:44:51 GMT-7","25976346871","Pedido","702-9480202-6912222","MFS-0025+2","Kit 2 Adaptador de Tomada T Articulado Benjamin Bivolt Flexível Portátil com 2 Entradas Usb Mundo F&s","1","amazon.com.br","Boleto","Amazon","Manaus","AM","69063","53,97","0","0","-2,70","0","-7,69","-5,00","0","0","38,58","Liberado","21 de mar. de 2026 09:22:05 GMT-7"
"12 de mar. de 2026 13:14:35 GMT-7","25926492791","Reembolso","701-5077012-6681059","MFS-0023+P","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Preto)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","São Paulo","SP","02332","-35,69","0","0","0","0","4,00","0","0","0","-31,69","Liberado","16 de mar. de 2026 12:44:52 GMT-7"
"12 de mar. de 2026 15:43:51 GMT-7","25926786851","Transferir","","","Conta bancária com final: 964","","","Visa Crédito","","","","","0","0","0","0","0","0","0","0","-945,82","-945,82","Liberado","12 de mar. de 2026 15:43:51 GMT-7"
"12 de mar. de 2026 15:44:05 GMT-7","25926492791","Transferir","","","Conta bancária com final: 964","","","Crédito Mastercard e outros","","","","","0","0","0","0","0","0","0","0","-1.076,13","-1.076,13","Liberado","12 de mar. de 2026 15:44:05 GMT-7"
"12 de mar. de 2026 15:44:09 GMT-7","25817161311","Transferir","","","Conta bancária com final: 964","","","Amex","","","","","0","0","0","0","0","0","0","0","-117,68","-117,68","Liberado","12 de mar. de 2026 15:44:09 GMT-7"
"12 de mar. de 2026 15:44:10 GMT-7","25925975161","Transferir","","","Conta bancária com final: 964","","","Boleto","","","","","0","0","0","0","0","0","0","0","-511,89","-511,89","Liberado","12 de mar. de 2026 15:44:10 GMT-7"
"12 de mar. de 2026 19:50:37 GMT-7","25975712601","Pedido","701-3000095-0668253","MFS-0029","Adaptador Benjamin Tomada Articulado Bivolt Flexível com 1 Entrada USB-C 2 Entradas Padrão Portátil Conecta 4 Dispositivos Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Curitiba","PR","81720","31,32","0","0","0","0","-4,70","-5,00","0","0","21,62","Liberado","20 de mar. de 2026 23:29:54 GMT-7"
"12 de mar. de 2026 22:48:44 GMT-7","25975712601","Pedido","701-7513888-3223413","MFS-0025+2","Kit 2 Adaptador de Tomada T Articulado Benjamin Bivolt Flexível Portátil com 2 Entradas Usb Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","São Paulo","SP","01152","53,97","0","0","-2,70","0","-7,69","-5,00","0","0","38,58","Liberado","20 de mar. de 2026 08:45:12 GMT-7"
"13 de mar. de 2026 10:33:23 GMT-7","25975712601","Pedido","702-5377697-9305015","MFS-0029","Adaptador Benjamin Tomada Articulado Bivolt Flexível com 1 Entrada USB-C 2 Entradas Padrão Portátil Conecta 4 Dispositivos Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Belo Horizonte","MG","30310","31,32","0","0","0","0","-4,70","-5,00","0","0","21,62","Liberado","21 de mar. de 2026 05:08:39 GMT-7"
"13 de mar. de 2026 10:35:05 GMT-7","25975411771","Pedido","702-4146660-9624213","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","Mossoró","RN","59632","76,97","0","0","0","0","-9,24","-5,00","0","0","62,73","Liberado","21 de mar. de 2026 07:01:24 GMT-7"
"13 de mar. de 2026 11:13:14 GMT-7","26110101141","Pedido","702-6479407-1489036","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Visa Crédito","Amazon","Nossa Senhora da Glória","SE","49680","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Liberado","4 de abr. de 2026 00:51:07 GMT-7"
"13 de mar. de 2026 16:26:50 GMT-7","25975712601","Pedido","701-6569950-3357836","MFS-0023+C","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Cinza)","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Caratinga","MG","35300","41,99","0,46","0","-0,46","0","-5,88","-5,00","0","0","31,11","Liberado","24 de mar. de 2026 05:45:02 GMT-7"
"13 de mar. de 2026 19:26:51 GMT-7","25975712601","Pedido","702-4866364-8049030","MFS-0017","Almofada Cóccix Ortopédica Assento em Gel de Silicone Lavável para Coluna Hemorroida Escritório Carro Mundo F&s","1","amazon.com.br","Crédito Mastercard e outros","Amazon","Taguatinga","Df","72145","77,97","0","0","0","0","-9,36","-5,00","0","0","63,61","Liberado","21 de mar. de 2026 05:06:26 GMT-7"
"13 de mar. de 2026 22:41:02 GMT-7","25976346871","Pedido","702-0781143-2329850","MFS-0023+R","Bolsa Organizadora Para Cabos e Acessórios Eletrônicos Impermeável Estojo Multifuncional para Viagem Mundo F&s (Rosa)","1","amazon.com.br","Boleto","Amazon","Olinda","PE","53025","34,99","0","0","0","0","-4,90","-5,00","0","0","25,09","Liberado","21 de mar. de 2026 06:05:22 GMT-7"
